fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_return_last_bull_market,fund_return_last_bear_market
GIIAX,Calvert Floating-Rate Advantage,Calvert Floating-Rate Advantage Fund Class R6,Foreign Large Blend,Calvert Research and Management,0.2755,0.0717,0.0603,0.0563,0.129,-0.2359
GIICX,Catalyst/CIFC Floating Rate Inc,Catalyst/CIFC Floating Rate Income Fund Class A,Foreign Large Blend,Catalyst Mutual Funds,0.2654,0.0643,0.0529,0.0493,0.1246,-0.2368
GIIGX,Catalyst/CIFC Floating Rate Inc,Catalyst/CIFC Floating Rate Income Fund Class C,Foreign Large Growth,Catalyst Mutual Funds,0.2254,0.1249,0.094,0.0704,0.1884,-0.208
GIIRX,Catalyst/CIFC Floating Rate Inc,Catalyst/CIFC Floating Rate Income Fund Class I,Foreign Large Blend,Catalyst Mutual Funds,0.2708,0.0684,0.0571,0.054,0.1285,-0.2353
GIIYX,Columbia Floating Rate Fund Cla,Columbia Floating Rate Fund Class R,Foreign Large Blend,Columbia Threadneedle,0.2667,0.0799,0.0667,0.0785,0.1668,-0.159
GIJAX,Columbia Floating Rate Fund Cla,Columbia Floating Rate Fund Institutional 3 Class,Muni National Long,Columbia Threadneedle,0.0452,0.0521,0.0383,0.0426,0.102,-0.0403
GIJCX,Columbia Floating Rate Fund Cla,Columbia Floating Rate Fund Institutional Class,Muni National Long,Columbia Threadneedle,0.0375,0.0444,0.0306,0.0785,0.0971,-0.0433
GIJIX,Touchstone Sands Capital Select,Touchstone Sands Capital Select Growth Fund Class Y,Muni National Long,Touchstone,0.0478,0.0547,0.0409,0.0785,0.1027,-0.0403
GIJPX,CLARKSTON PARTNERS FUND. FOUNDE,Clarkston Partners Fund Founders Class,Muni National Long,Clarkston Funds,0.0452,0.0518,0.0383,0.0785,0.102,-0.0403
GIKRX,Commerce Funds The Short-Term G,Commerce Short Term Government Fund,Short-Term Bond,Commerce,0.0241,0.0911,0.0783,0.0785,0.1668,-0.159
GILAX,American Funds College Fd 2024 ,American Funds College 2024 Fund Class 529-A,Large Value,American Funds,0.3541,0.0947,0.0836,0.0932,0.2444,-0.2219
GILCX,Catholic Values Fixed Income Fu,SEI Catholic Values Trust Catholic Values Fixed Income Fund Class F,Large Value,SEI,0.4193,0.0966,0.1009,0.0785,0.2511,-0.2217
GILDX,"Commerce Funds Value Fund, Inst",Commerce Value Fund,Short-Term Bond,Commerce,0.0219,0.0324,0.0283,0.0785,0.1668,-0.159
GILFX,Catholic Values Fixed Income Fu,SEI Catholic Values Trust Catholic Values Fixed Income Fund Class Y,Short-Term Bond,SEI,0.0139,0.0246,0.0207,0.0785,0.1668,-0.159
GILGX,Calvert Global Water Fund Class,Calvert Global Water Fund Class A,Large Blend,Calvert Research and Management,0.4098,0.1848,0.1414,0.1394,0.2752,-0.2006
GILHX,Calvert Global Water Fund Class,Calvert Global Water Fund Class C,Short-Term Bond,Calvert Research and Management,0.0245,0.0349,0.031,0.0785,0.1668,-0.159
GILIX,Calvert Global Water Fund Class,Calvert Global Water Fund Class I,Large Blend,Calvert Research and Management,0.3841,0.1724,0.1486,0.0785,0.254,-0.2065
GILLX,Columbia Flexible Capital Incom,Columbia Flexible Capital Income Fund Institutional 2 Class,Large Growth,Columbia Threadneedle,0.366,0.1848,0.1459,0.1538,0.2879,-0.1901
GILPX,Calvert Global Energy Solutions,Calvert Global Energy Solutions Fund Class C,Short-Term Bond,Calvert Research and Management,0.0219,0.0324,0.0283,0.0785,0.1668,-0.159
GIMAX,Calvert Global Energy Solutions,Calvert Global Energy Solutions Fund Class A,Muni National Interm,Calvert Research and Management,0.0384,0.0435,0.0316,0.0336,0.0447,0.0476
GIMCX,Calvert Green Bond Fund Class A,Calvert Green Bond Fund Class A,Allocation--15% to 30% Equity,Calvert Research and Management,0.0806,0.0671,0.0511,0.0458,0.0558,-0.0218
GIMDX,City National Rochdale Governme,City National Rochdale Government Bond Fund Class N,Emerging-Markets Local-Currency Bond,City National Rochdale,0.0334,0.022,0.025,-0.0047,0.1245,-0.1232
GIMFX,Aberdeen Global Absolute Return,Aberdeen Global Absolute Return Strategies Fund Class C,World Allocation,Aberdeen,0.0813,0.0135,0.0249,0.0785,-0.0128,-0.159
GIMMX,Calvert Green Bond Fund Class I,Calvert Green Bond Fund Class I,Multistrategy,Calvert Research and Management,0.086,0.0531,0.0194,0.0785,0.1668,-0.159
GIMSX,Columbia Capital Allocation Mod,Columbia Capital Allocation Moderate Aggressive Portfolio Advisor Class,Emerging-Markets Local-Currency Bond,Columbia Threadneedle,0.0352,0.0227,0.0783,0.0785,0.1245,-0.1232
GINDX,Global Clean Equity Fund - Cla,Cushing Global Clean Equity Fund Class A Shares,Large Blend,Cushing Funds,0.3555,0.1323,0.1395,0.0785,0.1668,-0.159
GINGX,Columbia Greater China Fund Cla,Columbia Greater China Fund Advisor Class,Large Blend,Columbia Threadneedle,0.4099,0.2008,0.1402,0.1436,0.2499,-0.1973
GINNX,Calamos Global Growth and Incom,Calamos Global Opportunities Fund Class I,Large Growth,Calamos,0.4004,0.2164,0.0783,0.0785,0.2444,-0.2104
GINUX,Global Clean Equity Fund - Cla,Cushing Global Clean Equity Fund Class I Shares,Small Growth,Cushing Funds,0.3685,0.1027,0.0783,0.0785,0.292,-0.2323
GIOAX,Columbia Greater China Fund Cla,Columbia Greater China Fund Institutional 2 Class,Nontraditional Bond,Columbia Threadneedle,0.0991,0.0457,0.0435,0.0785,0.0592,-0.159
GIOCX,Columbia Greater China Fund Cla,Columbia Greater China Fund Institutional 3 Class,Nontraditional Bond,Columbia Threadneedle,0.0912,0.038,0.0358,0.0785,0.0556,-0.159
GIOIX,Calamos Global Equity Fund Clas,Calamos Global Equity Fund Class R6,Nontraditional Bond,Calamos,0.1038,0.05,0.0476,0.0785,0.061,-0.159
GIOPX,Columbia Select Global Equity F,Columbia Select Global Equity Fund Class R,Nontraditional Bond,Columbia Threadneedle,0.0995,0.0456,0.0438,0.0785,0.0599,-0.159
GIOSX,Columbia Select Global Equity F,Columbia Select Global Equity Fund Institutional Class,Nontraditional Bond,Columbia Threadneedle,0.1036,0.0911,0.0783,0.0785,0.061,-0.159
GIOTX,The Growth Fund of America Clas,American Funds The Growth Fund of America Class 529-A,Foreign Large Value,American Funds,0.2847,0.0764,0.0562,0.0553,0.1038,-0.2033
GIPAX,The Growth Fund of America Clas,American Funds The Growth Fund of America Class 529-C,Tactical Allocation,American Funds,0.1427,0.084,0.0634,0.0544,0.0918,-0.1004
GIPCX,The Growth Fund of America Clas,American Funds The Growth Fund of America Class 529-E,Tactical Allocation,American Funds,0.1338,0.0757,0.0552,0.0464,0.0855,-0.103
GIPIX,The Growth Fund of America Clas,American Funds The Growth Fund of America Class 529-F,Tactical Allocation,American Funds,0.1469,0.0881,0.0674,0.0584,0.094,-0.0993
GIPRX,Aberdeen Global Absolute Return,Aberdeen Global Absolute Return Strategies Fund Institutional Service Class,Tactical Allocation,Aberdeen,0.1397,0.0814,0.0611,0.052,0.0888,-0.101
GIPSX,Columbia Large Cap Growth Fund ,Columbia Large Cap Growth Fund Institutional 3 Class,Tactical Allocation,Columbia Threadneedle,0.1408,0.0829,0.0634,0.054,0.0909,-0.1006
GIPTX,American Funds Global Growth Po,American Funds Global Growth Portfolio Class 529-E,Tactical Allocation,American Funds,0.1455,0.0868,0.0659,0.057,0.0925,-0.0993
GIPUX,American Funds Global Growth Po,American Funds Global Growth Portfolio Class 529-F-1,Tactical Allocation,American Funds,0.147,0.0882,0.0783,0.0785,0.094,-0.0993
GIRAX,American Funds Global Growth Po,American Funds Global Growth Portfolio Class ABLE-A,Global Real Estate,American Funds,0.24,0.0608,0.0487,0.0511,0.1952,-0.2441
GIRCX,Columbia Capital Allocation Mod,Columbia Capital Allocation Moderate Aggressive Portfolio Class V,Global Real Estate,Columbia Threadneedle,0.2335,0.0532,0.0412,0.0434,0.1877,-0.2443
GIRGX,,American Funds Global Growth Portfolio Class ABLE-F-2,Large Blend,American Funds,0.4085,0.1994,0.1389,0.142,0.2469,-0.1969
GIRIX,Timber Point Global Tactical Al,Timber Point Global Allocations Fund Institutional Class Shares,Global Real Estate,Crow Point,0.2457,0.065,0.0528,0.0552,0.1976,-0.2422
GIRLX,International Growth and Income,American Funds International Growth and Income Fund Class 529-A,Foreign Small/Mid Blend,American Funds,0.3717,0.0724,0.0884,0.0851,0.1413,-0.2184
GIRMX,BlackRock Advantage Small Cap G,BlackRock Advantage Small Cap Growth Fund Investor C Shares,Diversified Emerging Mkts,BlackRock,0.2706,0.1364,0.1154,0.0605,0.1528,-0.2631
GIRNX,International Growth and Income,American Funds International Growth and Income Fund Class 529-E,Foreign Large Blend,American Funds,0.3804,0.1455,0.0911,0.078,0.1326,-0.2485
GIRPX,International Growth and Income,American Funds International Growth and Income Fund Class 529-F-1,Diversified Emerging Mkts,American Funds,0.2661,0.0872,0.0917,0.0485,0.2163,-0.2679
GIRRX,Calamos Growth & Income Fund Cl,Calamos Growth & Income Fund Institutional Class,Diversified Emerging Mkts,Calamos,0.2114,0.0894,0.066,0.0445,0.1689,-0.1838
GIRTX,Calamos Growth and Income Fund ,Calamos Growth and Income Fund Class R6,Global Real Estate,Calamos,0.2448,0.0639,0.0515,0.054,0.1956,-0.2421
GIRUX,Calvert U.S. Large Cap Growth R,Calvert US Large Cap Growth Responsible Index Fund Class A,Global Real Estate,Calvert Research and Management,0.2459,0.0656,0.0783,0.0785,0.1976,-0.2422
GIRVX,Calvert U.S. Large Cap Growth R,Calvert US Large Cap Growth Responsible Index Fund Class I,Foreign Large Value,Calvert Research and Management,0.2214,0.0328,0.0386,0.0336,0.1056,-0.2213
GISIX,Six Circles Global Bond Fund,Six Circles Global Bond Fund,Intermediate Government,Six Circles,-0.0125,0.0911,0.0783,0.0785,0.0163,0.0397
GISOX,,American Funds Growth and Income Portfolio Class ABLE-F-2,Foreign Small/Mid Growth,American Funds,0.4748,0.2091,0.0783,0.0785,0.1668,-0.159
GISRX,CGM Focus Fund,CGM Focus Fund,World Large-Stock Blend,CGM,0.3501,0.1497,0.1127,0.0785,0.2031,-0.213
GISTX,CGM Realty Fund,CGM Realty Fund,Technology,CGM,0.3725,0.2805,0.2339,0.1954,0.3152,-0.2355
GISYX,American Funds Growth and Incom,American Funds Growth and Income Portfolio Class 529-A,Foreign Small/Mid Growth,American Funds,0.4786,0.2122,0.0783,0.0785,0.1668,-0.159
GITAX,American Funds Growth and Incom,American Funds Growth and Income Portfolio Class 529-C,Technology,American Funds,0.3694,0.2774,0.2309,0.1925,0.3143,-0.2364
GITCX,American Funds Growth and Incom,American Funds Growth and Income Portfolio Class 529-E,Technology,American Funds,0.3588,0.268,0.2217,0.1836,0.308,-0.2391
GITIX,American Funds Growth and Incom,American Funds Growth and Income Portfolio Class 529-F-1,Technology,American Funds,0.3728,0.2814,0.2352,0.1969,0.3165,-0.2346
GITRX,American Funds Growth and Incom,American Funds Growth and Income Portfolio Class ABLE-A,Foreign Large Blend,American Funds,0.2737,0.0632,0.0689,0.0656,0.1312,-0.2367
GITSX,"Columbia Fds Srs Tr I, Small C",Columbia Small Cap Growth Fund Class A,Technology,Columbia Threadneedle,0.366,0.275,0.229,0.1911,0.3132,-0.2363
GITTX,"Columbia Fds Srs Tr I, Small Ca",Columbia Small Cap Growth Fund Class C,Allocation--30% to 50% Equity,Columbia Threadneedle,0.1497,0.0931,0.0583,0.0785,0.1612,-0.159
GITUX,Columbia International Dividend,Columbia International Dividend Income Fund Advisor Class,Tactical Allocation,Columbia Threadneedle,0.1904,0.0699,0.0685,0.0785,0.0949,-0.135
GIUIX,Columbia Global Opportunities F,Columbia Global Opportunities Fund Institutional 3 Class,Mid-Cap Growth,Columbia Threadneedle,0.3688,0.1994,0.1498,0.0785,0.2804,-0.2056
GIUSX,American Funds Growth Portfolio,American Funds Growth Portfolio Class 529-A,Intermediate Core-Plus Bond,American Funds,0.0346,0.0683,0.0542,0.0785,0.0272,0.0395
GIVYX,American Funds Growth Portfolio,American Funds Growth Portfolio Class 529-C,Long-Short Equity,American Funds,0.5838,0.0911,0.0783,0.0785,0.1668,-0.159
GIWEX,American Funds Growth Portfolio,American Funds Growth Portfolio Class 529-E,Foreign Large Blend,American Funds,0.2928,0.0764,0.0686,0.0546,0.1623,-0.2549
GIXFX,American Funds Growth Portfolio,American Funds Growth Portfolio Class 529-F-1,Tactical Allocation,American Funds,0.0783,0.0803,0.0573,0.0785,0.1668,-0.159
GIXIX,Columbia Disciplined Growth Fun,Columbia Disciplined Growth Fund Advisor Class,Foreign Large Blend,Columbia Threadneedle,0.2811,0.0764,0.0648,0.0607,0.1313,-0.2334
GIYAX,American Funds Growth Portfolio,American Funds Growth Portfolio Class ABLE-A,Ultrashort Bond,American Funds,0.0099,0.0911,0.0783,0.0785,0.1668,-0.159
GIYIX,Columbia Disciplined Growth Fun,Columbia Disciplined Growth Fund Class R,Ultrashort Bond,Columbia Threadneedle,0.0124,0.0181,0.0174,0.0785,0.1668,-0.159
GIZAX,Columbia Disciplined Growth Fun,Columbia Disciplined Growth Fund Institutional 3 Class,Infrastructure,Columbia Threadneedle,0.1513,0.077,0.0633,0.0785,0.1668,-0.159
GIZCX,Invesco Comstock Select Fund Cl,Invesco Comstock Select Fund Class C,Infrastructure,Invesco,0.1421,0.0686,0.0552,0.0785,0.1668,-0.159
GIZFX,Invesco Global Real Estate Clas,Invesco Global Real Estate Fund Class C,Infrastructure,Invesco,0.153,0.0793,0.0659,0.0785,0.1668,-0.159
GIZRX,,American Funds Growth Portfolio Class ABLE-F-2,Infrastructure,American Funds,0.1476,0.074,0.0606,0.0785,0.1668,-0.159
GIZSX,Calamos Growth Fd Cl I,Calamos Growth Fund Institutional Class,Infrastructure,Calamos,0.1534,0.0794,0.066,0.0785,0.1668,-0.159
GIZYX,Invesco Comstock Select Fund Cl,Invesco Comstock Select Fund Class R,Infrastructure,Invesco,0.1531,0.0794,0.0659,0.0785,0.1668,-0.159
GJRTX,Invesco Comstock Select Fund Cl,Invesco Comstock Select Fund Class A,Multistrategy,Invesco,0.1306,0.0502,0.0431,0.0369,0.0412,-0.0812
GKIRX,Invesco Comstock Select Fund Cl,Invesco Comstock Select Fund Class Y,Allocation--30% to 50% Equity,Invesco,0.1696,0.1029,0.0721,0.0797,0.1529,-0.083
GLACX,The American Funds Income Srs (,American Funds U.S. Government Securities Fund Class 529-A,Tactical Allocation,American Funds,0.1506,0.0314,0.0783,0.0785,0.1668,-0.159
GLAGX,The American Funds Income Srs (,American Funds U.S. Government Securities Fund Class 529-C,World Large-Stock Blend,American Funds,0.3611,0.0911,0.0783,0.0785,0.2595,-0.2341
GLALX,The American Funds Income Srs (,American Funds U.S. Government Securities Fund Class 529-E,World Allocation,American Funds,0.2447,0.0911,0.0783,0.0785,0.0904,-0.1495
GLBIX,The American Funds Income Srs -,American Funds U.S. Government Securities Fund Class 529-F-1,World Allocation,American Funds,0.2052,0.0597,0.0494,0.0491,0.0993,-0.1432
GLBLX,Columbia Select Large Cap Growt,Columbia Select Large Cap Growth Fund Institutional 2 Class,World Allocation,Columbia Threadneedle,0.2061,0.0578,0.0473,0.047,0.0982,-0.1433
GLBNX,Columbia Global Technology Grow,Columbia Global Technology Growth Fund Institutional 3 Class,Intermediate Core-Plus Bond,Columbia Threadneedle,0.006,0.0355,0.0284,0.0785,0.1668,-0.159
GLCAX,Columbia Seligman Global Techno,Columbia Seligman Global Technology Fund Institutional 3 Class,,Columbia Threadneedle,0.4285,0.3032,0.0783,0.0785,0.1668,-0.159
GLCCX,American Funds Global Insight F,American Funds Global Insight Fund Class 529-C,Large Growth,American Funds,0.3554,0.2011,0.1652,0.1637,0.2542,-0.1544
GLCDX,American Funds Global Insight F,American Funds Global Insight Fund Class 529-E,,American Funds,0.4172,0.2931,0.0783,0.0785,0.1668,-0.159
GLCGX,American Funds Global Insight F,American Funds Global Insight Fund Class 529-F-1,Large Growth,American Funds,0.3654,0.2101,0.174,0.1724,0.2585,-0.1514
GLCIX,,American Funds Global Insight Fund Class 529-F-2,,American Funds,0.4336,0.3075,0.0783,0.0785,0.1668,-0.159
GLCRX,,American Funds Global Insight Fund Class 529-F-3,Large Growth,American Funds,0.3622,0.207,0.171,0.1695,0.2575,-0.1521
GLCSX,Causeway Global Value Fd Instl ,Causeway Global Value Fund Institutional Class,,Causeway,0.4339,0.308,0.0783,0.0785,0.1668,-0.159
GLCTX,Columbia Quality Income Fund Cl,Columbia Quality Income Fund Institutional 2 Class,Large Growth,Columbia Threadneedle,0.3689,0.213,0.1769,0.1753,0.2615,-0.1509
GLCUX,Causeway Global Value Fund Inve,Causeway Global Value Fund Investor,Large Growth,Causeway,0.3708,0.2147,0.0783,0.0785,0.2623,-0.1495
GLDAX,American Funds Global Insight F,American Funds Global Insight Fund Class 529-A,Equity Precious Metals,American Funds,-0.1574,0.1926,0.1677,-0.0215,-0.1216,-0.1224
GLDCX,Columbia Large Cap Growth Fund ,Columbia Large Cap Growth Fund Class R,Equity Precious Metals,Columbia Threadneedle,-0.1635,0.184,0.159,-0.0289,-0.1273,-0.1254
GLDIX,Chase Growth Fund Inst Cl,Chase Growth Fund Class Institutional,Equity Precious Metals,Chase,-0.1552,0.1958,0.1705,-0.0193,-0.1226,-0.1215
GLDNX,Chase Growth Fund,Chase Growth Fund Class N Shares,Large Blend,Chase,0.2452,0.1587,0.1289,0.1404,0.2488,-0.1507
GLDYX,Calvert High Yield Bond Fund Cl,Calvert High Yield Bond Fund Class C,Short-Term Bond,Calvert Research and Management,0.0119,0.0287,0.0201,0.0187,0.0212,0.004
GLDZX,Columbia High Yield Bond R,Columbia High Yield Bond Fund Class R,Short-Term Bond,Columbia Threadneedle,0.0086,0.026,0.0175,0.0162,0.0201,0.0025
GLEAX,Clough China Fund - Class A,Clough China Fund Class A,Energy Limited Partnership,ALPS,0.4477,0.0084,0.0783,0.0785,0.1668,-0.159
GLECX,"AB Discovery Growth Fund, Inc. ",AB Discovery Growth Fund Class C,Energy Limited Partnership,AllianceBernstein,0.438,0.0012,0.0783,0.0785,0.1668,-0.159
GLEIX,Chesapeake Growth Fund,Chesapeake Growth Fund,Energy Limited Partnership,Chesapeake,0.4539,0.0114,0.0783,0.0785,0.1668,-0.159
GLEPX,"AB Discovery Growth Fund, Inc. ",AB Discovery Growth Fund Class I,Energy Limited Partnership,AllianceBernstein,0.4557,0.0128,0.0783,0.0785,0.1668,-0.159
GLERX,"AB Discovery Growth Fund, Inc. ",AB Discovery Growth Fund Class K,Energy Limited Partnership,AllianceBernstein,0.4446,0.0064,0.0783,0.0785,0.1668,-0.159
GLESX,"AB Discovery Growth Fund, Inc. ",AB Discovery Growth Fund Class A,Energy Limited Partnership,AllianceBernstein,0.4528,0.0122,0.0783,0.0785,0.1668,-0.159
GLFOX,"AB Discovery Growth Fund, Inc. ",AB Discovery Growth Fund Class R,Infrastructure,AllianceBernstein,0.1652,0.0625,0.0878,0.1141,0.0681,-0.101
GLIFX,"AB Discovery Growth Fund, Inc. ",AB Discovery Growth Fund Advisor Class,Infrastructure,AllianceBernstein,0.1682,0.07,0.0931,0.1187,0.07,-0.0984
GLIRX,"AB Discovery Growth Fund, Inc. ",AB Discovery Growth Fund Class Z,Emerging-Markets Local-Currency Bond,AllianceBernstein,0.0346,0.0221,0.0247,-0.0053,0.1252,-0.1246
GLLAX,Cullen High Dividend Equity Fun,Cullen High Dividend Equity Fund Retail Class,,Cullen Funds Trust,0.3492,0.1298,0.0971,0.0734,0.1908,-0.1763
GLLCX,Cullen High Dividend Equity Fun,Cullen High Dividend Equity Fund Class R2,,Cullen Funds Trust,0.3396,0.1221,0.0898,0.0664,0.186,-0.1784
GLLIX,Cullen High Dividend Equity Fun,Cullen High Dividend Equity Fund Class R1,Large Value,Cullen Funds Trust,0.3845,0.0957,0.1006,0.0785,0.1668,-0.159
GLLSX,Cullen High Dividend Equity Fun,Cullen High Dividend Equity Fund Class Institutional,,Cullen Funds Trust,0.3525,0.1326,0.1001,0.0785,0.1914,-0.1763
GLNAX,Invesco + Charter Fund Cl R6,Invesco Charter Fund Class R6,World Small/Mid Stock,Invesco,0.3263,0.1522,0.1334,0.0785,0.1784,-0.159
GLNBX,Columbia Small Cap Growth Fund ,Columbia Small Cap Growth Fund Advisor Class,World Small/Mid Stock,Columbia Threadneedle,0.3166,0.1435,0.125,0.0785,0.1766,-0.159
GLNCX,Columbia High Yield Municipal F,Columbia High Yield Municipal Fund Institutional 3 Class,World Small/Mid Stock,Columbia Threadneedle,0.3166,0.1436,0.125,0.0785,0.1766,-0.159
GLNIX,Credit Suisse High Income Fund ,Credit Suisse Floating Rate High Income Fund A,World Small/Mid Stock,"Credit Suisse (New York, NY)",0.3298,0.1549,0.1362,0.0785,0.1793,-0.159
