fund_symbol,fund_short_name,fund_long_name,fund_category,fund_family,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years
EQOP,Aperture International Equity F,Aperture International Equity Fund Class X Shares,,Aperture Investors,0.353,0.0864,0.08785,0.0542,0.6,9.4
EQRR,Alger Mid Cap Focus Fund Class ,Alger Mid Cap Focus Fund Class I,Large Value,Alger,0.6916,0.0302,0.08785,0.0542,0.6,9.4
EQWL,Aperture International Equity F,Aperture International Equity Fund Institutional Shares,Large Blend,Aperture Investors,0.4567,0.1716,0.1772,0.1457,1.05,16.14
ERM,Ariel Focus Fund Instl Cl,Ariel Focus Fund Institutional Class,Large Value,Ariel Investments,0.4645,0.0599,0.08785,0.0542,0.6,9.4
ERSX,Alger Mid Cap Focus Fund Class ,Alger Mid Cap Focus Fund Class Z,Foreign Small/Mid Growth,Alger,0.4496,0.0864,0.08785,0.0542,0.6,9.4
ERTH,AmericaFirst Income Fund Class ,AmericaFirst Income Fund Class A,Miscellaneous Sector,AmericaFirst Funds,0.6205,0.2409,0.2263,0.1176,1.06,17.02
ERX,AmericaFirst Income Fund Class ,AmericaFirst Income Fund Class I,Trading--Leveraged Equity,AmericaFirst Funds,0.9214,-0.5719,-0.3703,-0.2726,0.6,-8.91
ERY,AmericaFirst Income Fund Class ,AmericaFirst Income Fund Class U,Trading--Inverse Equity,AmericaFirst Funds,-0.7176,-0.2446,-0.2818,-0.2897,-0.1,7.7
ESCR,Alpha Fiduciary Quantitative St,Alpha Fiduciary Quantitative Strategy Fund,Corporate Bond,Alpha Fiduciary,0.0249,0.0152,0.0233,0.0542,0.2,3.16
ESEB,Invesco Floating Rate ESG Fund ,Invesco Floating Rate ESG Fund Class A,Emerging Markets Bond,Invesco,0.0534,0.022,0.0367,0.0542,0.28,5.88
ESG,Invesco Floating Rate ESG Fund ,Invesco Floating Rate ESG Fund Class C,Large Blend,Invesco,0.4236,0.1961,0.08785,0.0542,0.6,9.4
ESGA,Invesco Floating Rate ESG Fund ,Invesco Floating Rate ESG Fund Class R6,Large Blend,Invesco,0.353,0.0864,0.08785,0.0542,0.6,9.4
ESGD,Invesco Floating Rate ESG Fund ,Invesco Floating Rate ESG Fund Class R5,,Invesco,0.3959,0.0908,0.08785,0.0542,0.6,9.4
ESGE,Invesco Floating Rate ESG Fund ,Invesco Floating Rate ESG Fund Class R,,Invesco,0.5028,0.1022,0.08785,0.0542,0.6,9.4
ESGG,Invesco Floating Rate ESG Fund ,Invesco Floating Rate ESG Fund Class Y,,Invesco,0.3907,0.1638,0.08785,0.0542,0.6,9.4
ESGN,"American Fds, The Tax-Exempt Bo",American Funds Tax-Exempt Bond Fund Class A,,American Funds,0.389,0.0427,0.08785,0.0542,0.6,9.4
ESGS,"American Fds, The Tax-Exempt B",American Funds Tax-Exempt Bond Fund Class F1,,American Funds,0.5612,0.1326,0.08785,0.0542,0.6,9.4
ESGV,Applied Finance Select Fund Inv,Applied Finance Select Fund Investor Class Shares,,Applied Finance Advisors,0.4327,0.0864,0.08785,0.0542,0.6,9.4
ESGY,AllianzGI International Value F,Virtus NFJ International Value Fund Class P,Large Blend,Virtus,0.353,0.0864,0.08785,0.0542,0.6,9.4
ESHY,Applied Finance Select fund Ins,Applied Finance Select Fund Institutional Class Shares,High Yield Bond,Applied Finance Advisors,0.1516,0.0391,0.0583,0.0542,0.58,-90.22
ESML,AAM/Bahl & Gaynor Income Growth,AAM/Bahl & Gaynor Income Growth Fund Class C,Small Blend,AAM,0.6288,0.1541,0.08785,0.0542,0.6,9.4
ESPO,American Century Sustainable Eq,American Century Sustainable Equity Fund Y Class,Technology,American Century Investments,0.404,0.0864,0.08785,0.0542,0.6,9.4
ETHO,AllianzGI Global Dynamic Alloca,Virtus AllianzGI Global Dynamic Allocation Fund Institutional Class,Mid-Cap Growth,Virtus,0.4803,0.2053,0.1993,0.0542,1.11,17.54
EUCG,AllianzGI Global Allocation Fun,Virtus AllianzGI Global Allocation Fund Administrative Class,World Allocation,Virtus,0.353,0.0864,0.08785,0.0542,0.6,9.4
EUDG,AllianzGI Global Allocation Fun,Virtus AllianzGI Global Allocation Fund Class P,Europe Stock,Virtus,0.344,0.1232,0.1188,0.0542,0.76,11.45
EUDV,361 Global Long/Short Equity Fu,361 Global Long/Short Equity Fund Investor Class,,361 Funds,0.1292,0.0535,0.069,0.0542,0.44,6.21
EUFN,AllianzGI Global Allocation Fun,Virtus AllianzGI Global Allocation Fund Class R6,Financial,Virtus,0.4076,0.0224,0.0827,0.0196,0.41,5.42
EUFX,361 Global Long/Short Equity Fu,361 Global Long/Short Equity Fund Class Y,Trading--Miscellaneous,361 Funds,-0.0379,0.0127,0.0015,0.0542,-0.12,-0.45
EUM,361 Global Long/Short Equity Fu,361 Global Long/Short Equity Fund Class I,Trading--Inverse Equity,361 Funds,-0.3202,-0.1432,-0.1454,-0.0864,-1.01,21.38
EUO,American Century Global Bond Fd,American Century Global Bond Fund A Class,Trading--Miscellaneous,American Century Investments,-0.1089,0.0148,-0.0041,0.0358,-0.06,-0.44
EURL,American Century Global Bond Fu,American Century Global Bond Fund R6 Class,Trading--Leveraged Equity,American Century Investments,1.3066,0.0479,0.1522,0.0542,0.53,4.87
EURZ,Global Bond Fund - G Class,American Century Global Bond Fund G CLASS,Europe Stock,American Century Investments,0.3715,0.0854,0.1222,0.0542,0.6,8.68
EUSB,American Century Global Bond Fu,American Century Global Bond Fund I Class,,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
EUSC,American Century Global Bond Fu,American Century Global Bond Fund R5 Class,Europe Stock,American Century Investments,0.3597,0.084,0.1181,0.0542,0.67,9.9
EVGBC,American Century Global Bond Fd,American Century Global Bond Fund R Class,,American Century Investments,0.4337,0.0969,0.0982,0.0542,0.74,6.62
EVLMC,American Century Global Bond Fd,American Century Global Bond Fund C Class,,American Century Investments,0.0507,0.0513,0.035,0.0542,0.54,2.13
EVSTC,American Century Global Bond Fd,American Century Global Bond Fund Investor Class,,American Century Investments,0.5405,0.1693,0.1523,0.0542,0.96,14.35
EVX,American Century Global Bond Fu,American Century Global Bond Fund Y Class,Industrials,American Century Investments,0.5271,0.167,0.1672,0.1131,0.87,13.98
EWCO,Water Island Credit Opportuniti,Water Island Credit Opportunities Fund Class A,Communications,Arbitrage Fund,0.6111,0.0864,0.08785,0.0542,0.6,9.4
EWEB,Global Small Cap Fund - C Class,American Century Global Small Cap Fund C Class,Diversified Emerging Mkts,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
EWJE,Aberdeen Global Absolute Return,Aberdeen Global Absolute Return Strategies Fund Institutional Class,Japan Stock,Aberdeen,0.2127,0.0864,0.08785,0.0542,0.6,9.4
EWJV,American Century Global Small C,American Century Global Small Cap Fund I Class,Japan Stock,American Century Investments,0.2832,0.0864,0.08785,0.0542,0.6,9.4
EWMC,Global Small Cap Fund - R6 Clas,American Century Global Small Cap Fund R6 Class,Mid-Cap Blend,American Century Investments,0.6004,0.1294,0.1417,0.1198,0.68,10.06
EWRE,Global Small Cap Fund - Investo,American Century Global Small Cap Fund Investor Class,Real Estate,American Century Investments,0.4457,0.1389,0.0879,0.0542,0.52,8.54
EWSC,Global Small Cap Fund - R Class,American Century Global Small Cap Fund R Class,Small Blend,American Century Investments,0.8404,0.1366,0.1666,0.1097,0.7,11.15
EWV,"AB High Income Fund, Inc. - Cla",AB High Income Fund Class A,Trading--Inverse Equity,AllianceBernstein,-0.4075,-0.2003,-0.2242,-0.2039,-0.95,19.19
EWX,"AB High Income Fund, Inc. - Cla",AB High Income Fund Class C,Diversified Emerging Mkts,AllianceBernstein,0.5372,0.1192,0.1227,0.0424,0.67,10.14
EWZS,"AB High Income Fund, Inc. - Cla",AB High Income Fund Class I,Latin America Stock,AllianceBernstein,0.5949,0.1954,0.1783,-0.0131,0.62,9.84
EYLD,"AB High Income Fund, Inc. - Cla",AB High Income Fund Class K,Diversified Emerging Mkts,AllianceBernstein,0.5037,0.113,0.08785,0.0542,0.6,9.4
EZJ,"AB High Income Fund, Inc. - Cla",AB High Income Fund Class R,Trading--Leveraged Equity,AllianceBernstein,0.4712,0.0702,0.1365,0.0758,0.58,9.23
EZM,"AB High Income Fund, Inc. - Adv",AB High Income Fund Advisor Class,Mid-Cap Blend,AllianceBernstein,0.6316,0.1102,0.1316,0.1193,0.63,9.03
FAAR,"AB High Income Fund, Inc. - Cla",AB High Income Fund Class Z,,AllianceBernstein,0.2204,0.0169,0.08785,0.0542,0.6,9.4
FAB,Water Island Diversified Event-,Water Island Event-Driven Fund Class A,Mid-Cap Value,Arbitrage Fund,0.5679,0.1004,0.1272,0.1052,0.59,8.4
FAD,American Beacon Frontier Market,American Beacon Frontier Markets Income Fund C Class,Mid-Cap Growth,American Beacon,0.5362,0.1875,0.189,0.143,0.99,16.1
FAIL,American Beacon Frontier Market,American Beacon Frontier Markets Income Fund R5 Class,Emerging-Markets Local-Currency Bond,American Beacon,-0.066,-0.0037,0.0008,0.0542,-0.04,-1.22
FALN,American Beacon Frontier Market,American Beacon Frontier Markets Income Fund Investor Class,High Yield Bond,American Beacon,0.1989,0.1021,0.092,0.0542,0.81,9.4
FAN,American Beacon Frontier Market,American Beacon Frontier Markets Income Fund Y Class,Miscellaneous Sector,American Beacon,0.5111,0.2167,0.1472,0.0999,0.77,14.21
FAPR,AllianzGI Global Dynamic Alloca,Virtus AllianzGI Global Dynamic Allocation Fund Administrative Class,,Virtus,0.353,0.0864,0.08785,0.0542,0.6,9.4
FAS,Alger Funds II - Alger Responsi,Alger Responsible Investing Fund Class C,Trading--Leveraged Equity,Alger,2.5134,0.2125,0.347,0.2659,0.84,9.98
FATT,Focused Global Growth Fund Clas,American Century Focused Global Growth Fund R5 Class,,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
FAUG,The AB Portfolios - AB Growth F,AB Growth Fund Class I,,AllianceBernstein,0.2021,0.0864,0.08785,0.0542,0.6,9.4
FAZ,The AB Portfolios - AB Growth F,AB Growth Fund Class K,Trading--Inverse Equity,AllianceBernstein,-0.8108,-0.6051,-0.5516,-0.5011,-1.5,21.92
FBCG,The AB Portfolios - AB Growth F,AB Growth Fund Class R,Large Growth,AllianceBernstein,0.5493,0.0864,0.08785,0.0542,0.6,9.4
FBCV,Invesco Global Growth Fund Clas,Invesco Global Growth Fund Class A,Large Value,Invesco,0.4444,0.0864,0.08785,0.0542,0.6,9.4
FBGX,Invesco Global Growth Fund Clas,Invesco Global Growth Fund Class C,Large Growth,Invesco,0.9286,0.393,0.4079,0.0542,1.18,18.63
FBND,Focused Global Growth Fund Clas,American Century Focused Global Growth Fund R6 Class,,American Century Investments,0.0288,0.0634,0.0426,0.0542,0.89,3.23
FBZ,Invesco Global Growth Fund Cl R,Invesco Global Growth Fund Class R6,Latin America Stock,Invesco,0.4048,0.1553,0.1186,-0.0134,0.49,7.57
FCA,Focused Global Growth Fund Clas,American Century Focused Global Growth Fund I Class,China Region,American Century Investments,0.3611,0.0681,0.1483,0.0414,0.75,14.22
FCAL,American Century Global Gold Fu,American Century Global Gold Fund I Class,Muni California Long,American Century Investments,0.0776,0.0569,0.08785,0.0542,0.6,9.4
FCEF,Focused Global Growth Fund Clas,American Century Focused Global Growth Fund A Class,World Allocation,American Century Investments,0.4241,0.1138,0.08785,0.0542,0.6,9.4
FCG,American Century Global Gold Fu,American Century Global Gold Fund R Class,Equity Energy,American Century Investments,1.2673,-0.0854,-0.0549,-0.157,0.12,-2.43
FCOM,Invesco Global Growth Fund Clas,Invesco Global Growth Fund Class Y,Communications,Invesco,0.5534,0.2552,0.1477,0.0542,0.82,13.85
FCOR,The AB Portfolios - AB Tax-Mana,AB Tax-Managed All Market Income Portfolio Class A,Corporate Bond,AllianceBernstein,0.0332,0.0835,0.0517,0.0542,0.65,2.76
FCPI,The AB Portfolios - AB Tax-Mana,AB Tax-Managed All Market Income Portfolio Class C,Large Blend,AllianceBernstein,0.3833,0.0864,0.08785,0.0542,0.6,9.4
FCTR,Alger Funds II - Alger Responsi,Alger Responsible Investing Fund Class I,,Alger,0.8683,0.0864,0.08785,0.0542,0.6,9.4
FCVT,Alger Mid Cap Growth Institutio,Alger Mid Cap Growth Institutional Fund Class R,Convertibles,Alger,0.4909,0.2248,0.1832,0.0542,1.16,12.3
FDD,Invesco U.S. Government Fund In,Invesco Income Fund Investor Class,Europe Stock,Invesco,0.4442,0.0764,0.0861,0.0456,0.46,6.18
FDEC,The AB Portfolios - AB Tax-Mana,AB Tax-Managed All Market Income Portfolio Advisor Class,,AllianceBernstein,0.353,0.0864,0.08785,0.0542,0.6,9.4
FDEM,Alger Growth & Income Fd Cl Z,Alger Growth & Income Fund Class Z,,Alger,0.211,0.0864,0.08785,0.0542,0.6,9.4
FDEV,Focused Global Growth Fund Clas,American Century Focused Global Growth Fund C Class,,American Century Investments,0.2619,0.0864,0.08785,0.0542,0.6,9.4
FDG,Ariel Global Equity Fd Inv Cl,Ariel Global Fund Investor Class,Large Growth,Ariel Investments,0.4786,0.0864,0.08785,0.0542,0.6,9.4
FDHY,Ariel Global Equity Fd Instl Cl,Ariel Global Fund Institutional Class,High Yield Bond,Ariel Investments,0.1485,0.0959,0.08785,0.0542,0.6,9.4
FDIS,American Century Ginnie Mae Fun,American Century Ginnie Mae Fund I Class,Consumer Cyclical,American Century Investments,0.5673,0.2497,0.2299,0.0542,1.08,17.26
FDIV,American Century Ginnie Mae Fun,American Century Ginnie Mae Fund R5 Class,Allocation--30% to 50% Equity,American Century Investments,0.1672,0.0548,0.0455,0.0542,0.39,3.59
FDLO,American Century Ginnie Mae Fun,American Century Ginnie Mae Fund R Class,Large Blend,American Century Investments,0.3062,0.1678,0.08785,0.0542,0.6,9.4
FDMO,PGIM Jennison Global Equity Inc,PGIM Jennison Global Equity Income Fund- Class C,Large Growth,PGIM Funds (Prudential),0.3347,0.1514,0.08785,0.0542,0.6,9.4
FDNI,Invesco U.S. Government Fund Cl,Invesco Income Fund Class R5,Foreign Large Growth,Invesco,0.3994,0.0864,0.08785,0.0542,0.6,9.4
FDRR,Focused Global Growth Fund Clas,American Century Focused Global Growth Fund R Class,Large Value,American Century Investments,0.4068,0.1533,0.08785,0.0542,0.6,9.4
FDT,Invesco U.S. Government Fund Cl,Invesco Income Fund Class A,Foreign Large Blend,Invesco,0.3768,0.0413,0.0917,0.0435,0.53,7
FDTS,Alger Small Cap Focus Fund Clas,Alger Small Cap Focus Fund Class Z,Foreign Small/Mid Value,Alger,0.497,0.0679,0.1062,0.0542,0.56,7.49
FDVV,AGF Global Sustainable Growth E,AGF Global Sustainable Growth Equity Fund Class I,Large Value,AGF Investments,0.4354,0.1302,0.08785,0.0542,0.6,9.4
FDWM,AGF Global Sustainable Growth E,AGF Global Sustainable Growth Equity Fund Class R6,,AGF Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
FEBZ,AGF Emerging Markets Equity Fun,AGF Emerging Markets Equity Fund Class I,,AGF Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
FEDX,AGF Emerging Markets Equity Fun,AGF Emerging Markets Equity Fund Class R6,,AGF Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
FEM,The AB Portfolios - AB Growth F,AB Growth Fund Class C,Diversified Emerging Mkts,AllianceBernstein,0.3761,0.0611,0.1111,0.0248,0.58,8.23
FEMB,American Century Growth Fd R6 C,American Century Growth Fund R6 Class,Emerging-Markets Local-Currency Bond,American Century Investments,0.0648,0.0314,0.0166,0.0542,0.1,0.53
FEMS,Invesco Global Real Estate Clas,Invesco Global Real Estate Fund Class A,Diversified Emerging Mkts,Invesco,0.4905,0.1161,0.1382,0.0542,0.64,9.25
FENY,The AB Portfolios - AB Growth F,AB Growth Fund Class A,Equity Energy,AllianceBernstein,0.5531,-0.0694,-0.0138,0.0542,0.1,-1.34
FEP,The AB Portfolios - AB Growth F,AB Growth Fund Advisor Class,Europe Stock,AllianceBernstein,0.4514,0.0634,0.1187,0.0649,0.61,8.3
FEUL,Alger Small Cap Growth Fund Cla,Alger Small Cap Growth Fund Class C,Europe Stock,Alger,0.5665,0.0647,0.08785,0.0542,0.6,9.4
FEUZ,AllianzGI Global Dynamic Alloca,Virtus AllianzGI Global Dynamic Allocation Fund Class P,Europe Stock,Virtus,0.4047,0.0558,0.1152,0.0542,0.6,8.05
FEVR,The Growth Fund of America Clas,American Funds The Growth Fund of America Class A,Large Growth,American Funds,0.353,0.0864,0.08785,0.0542,0.6,9.4
FEX,AB Sustainable Global Thematic ,AB Sustainable Global Thematic Fund Class I,Large Blend,AllianceBernstein,0.4565,0.146,0.1521,0.1272,0.84,12.43
FFEB,American Beacon Frontier Market,American Beacon Frontier Markets Income Fund A Class,,American Beacon,0.2372,0.0864,0.08785,0.0542,0.6,9.4
FFHG,Invesco U.S. Government Fund Cl,Invesco Income Fund Class C,,Invesco,0.5702,0.1042,0.08785,0.0542,0.6,9.4
FFIU,American Funds Global Insight F,American Funds Global Insight Fund Class C,Intermediate-Term Bond,American Funds,0.0383,0.0597,0.08785,0.0542,0.6,9.4
FFR,American Funds Global Insight F,American Funds Global Insight Fund Class F-1,Global Real Estate,American Funds,0.3453,0.0688,0.0531,0.0644,0.32,4.42
FFSG,American Funds Global Insight F,American Funds Global Insight Fund Class A,Large Blend,American Funds,0.4437,0.1292,0.08785,0.0542,0.6,9.4
FFTG,American Funds Global Insight F,American Funds Global Insight Fund Class F-2,Tactical Allocation,American Funds,0.1691,0.0819,0.08785,0.0542,0.6,9.4
FFTI,American Funds Global Insight F,American Funds Global Insight Fund Class F-3,,American Funds,0.0468,0.0264,0.08785,0.0542,0.6,9.4
FFTY,Invesco U.S. Government Fund Cl,Invesco Income Fund Class R,,Invesco,0.3979,0.08,0.1606,0.0542,0.79,14.13
FGD,Invesco U.S. Government Fund Cl,Invesco Income Fund Class R6,Foreign Large Value,Invesco,0.5147,0.0775,0.0863,0.0564,0.47,6.15
FGM,Invesco U.S. Government Fund Cl,Invesco Income Fund Class Y,Miscellaneous Region,Invesco,0.4343,0.0925,0.1254,0.0542,0.62,8.63
FGRO,American Century Growth R Share,American Century Growth Fund R Class,Large Growth,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
FHLC,American Century Growth Fund - ,American Century Growth Fund R5 Class,Health,American Century Investments,0.2985,0.1755,0.1533,0.0542,0.97,17.83
FICS,American Century Global Gold Fu,American Century Global Gold Fund C Class,Foreign Large Growth,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
FID,Focused Global Growth Fund Clas,American Century Focused Global Growth Fund Y Class,Foreign Large Value,American Century Investments,0.3475,0.0588,0.0624,0.0542,0.37,4.64
FIDI,American Century Growth Fund - ,American Century Growth Fund Y Class,Foreign Large Value,American Century Investments,0.3226,0.0175,0.08785,0.0542,0.6,9.4
FIDU,American Beacon AHL TargetRisk ,American Beacon AHL TargetRisk Fund C,Industrials,American Beacon,0.5294,0.1543,0.1528,0.0542,0.77,11.52
FIGB,American Century High Yield - ,American Century High-Yield Fund C Class,Intermediate-Term Bond,American Century Investments,0.353,0.0864,0.08785,0.0542,0.6,9.4
FINX,American Century Heritage - C C,American Century Heritage Fund C Class,Technology,American Century Investments,0.4348,0.2239,0.08785,0.0542,0.6,9.4
FISR,NT High Income Fund - G Class,American Century NT High Income Fund G Class,Multisector Bond,American Century Investments,0.0032,0.0864,0.08785,0.0542,0.6,9.4
FITE,NT High Income Fund - Investor ,American Century NT High Income Fund Investor Class,Technology,American Century Investments,0.4255,0.1785,0.08785,0.0542,0.6,9.4
